2026-02-08 09:21:11,082 | WARNING | METCI | annual | empty statements
2026-02-08 23:01:12,207 | WARNING | MGRB | quarterly | empty statements
2026-02-08 23:01:14,718 | WARNING | MGRD | quarterly | empty statements
2026-02-08 23:01:15,419 | WARNING | MGRE | quarterly | empty statements
2026-02-08 23:01:32,455 | WARNING | MHLA | quarterly | empty statements
2026-02-08 23:01:34,214 | WARNING | MHNC | quarterly | empty statements
2026-02-08 23:01:42,715 | INFO | batch done | 2700/5182 (52.1%) | batch_symbols=25 | upsert_rows=95 | elapsed=62.9m
2026-02-08 23:01:55,581 | WARNING | MITN | quarterly | empty statements
2026-02-08 23:01:56,084 | WARNING | MITP | quarterly | empty statements
2026-02-08 23:02:13,934 | INFO | batch done | 2725/5182 (52.6%) | batch_symbols=25 | upsert_rows=123 | elapsed=63.4m
2026-02-08 23:02:21,392 | WARNING | MLPB | quarterly | empty statements
2026-02-08 23:02:22,120 | WARNING | MLPR | quarterly | empty statements
2026-02-08 23:02:31,184 | WARNING | MMA | quarterly | empty statements
2026-02-08 23:02:49,769 | INFO | batch done | 2750/5182 (53.1%) | batch_symbols=25 | upsert_rows=126 | elapsed=64.0m
2026-02-08 23:03:25,164 | INFO | batch done | 2775/5182 (53.6%) | batch_symbols=25 | upsert_rows=147 | elapsed=64.6m
2026-02-08 23:03:58,422 | INFO | batch done | 2800/5182 (54.0%) | batch_symbols=25 | upsert_rows=138 | elapsed=65.2m
2026-02-08 23:04:34,916 | INFO | batch done | 2825/5182 (54.5%) | batch_symbols=25 | upsert_rows=146 | elapsed=65.8m
2026-02-08 23:05:05,879 | WARNING | MTUL | quarterly | empty statements
2026-02-08 23:05:08,778 | INFO | batch done | 2850/5182 (55.0%) | batch_symbols=25 | upsert_rows=142 | elapsed=66.4m
2026-02-08 23:05:33,838 | WARNING | MVRL | quarterly | empty statements
2026-02-08 23:05:45,804 | INFO | batch done | 2875/5182 (55.5%) | batch_symbols=25 | upsert_rows=121 | elapsed=67.0m
2026-02-08 23:06:20,268 | INFO | batch done | 2900/5182 (56.0%) | batch_symbols=25 | upsert_rows=118 | elapsed=67.5m
2026-02-08 23:06:56,459 | INFO | batch done | 2925/5182 (56.4%) | batch_symbols=25 | upsert_rows=132 | elapsed=68.1m
2026-02-08 23:07:34,153 | INFO | batch done | 2950/5182 (56.9%) | batch_symbols=25 | upsert_rows=120 | elapsed=68.8m
2026-02-08 23:07:57,105 | WARNING | NEWTG | quarterly | empty statements
2026-02-08 23:07:57,663 | WARNING | NEWTH | quarterly | empty statements
2026-02-08 23:07:58,232 | WARNING | NEWTI | quarterly | empty statements
2026-02-08 23:08:12,270 | INFO | batch done | 2975/5182 (57.4%) | batch_symbols=25 | upsert_rows=130 | elapsed=69.4m
2026-02-08 23:08:49,452 | INFO | batch done | 3000/5182 (57.9%) | batch_symbols=25 | upsert_rows=138 | elapsed=70.0m
2026-02-08 23:09:20,746 | WARNING | NMFCZ | quarterly | empty statements
2026-02-08 23:09:25,268 | INFO | batch done | 3025/5182 (58.4%) | batch_symbols=25 | upsert_rows=124 | elapsed=70.6m
2026-02-08 23:10:01,778 | INFO | batch done | 3050/5182 (58.9%) | batch_symbols=25 | upsert_rows=134 | elapsed=71.2m
2026-02-08 23:10:37,153 | INFO | batch done | 3075/5182 (59.3%) | batch_symbols=25 | upsert_rows=136 | elapsed=71.8m
2026-02-08 23:10:46,625 | WARNING | NRUC | quarterly | empty statements
2026-02-08 23:11:13,624 | INFO | batch done | 3100/5182 (59.8%) | batch_symbols=25 | upsert_rows=138 | elapsed=72.4m
2026-02-08 23:11:49,374 | INFO | batch done | 3125/5182 (60.3%) | batch_symbols=25 | upsert_rows=146 | elapsed=73.0m
2026-02-08 23:12:24,151 | INFO | batch done | 3150/5182 (60.8%) | batch_symbols=25 | upsert_rows=142 | elapsed=73.6m
2026-02-08 23:12:58,854 | INFO | batch done | 3175/5182 (61.3%) | batch_symbols=25 | upsert_rows=145 | elapsed=74.2m
2026-02-08 23:13:32,351 | INFO | batch done | 3200/5182 (61.8%) | batch_symbols=25 | upsert_rows=136 | elapsed=74.7m
2026-02-08 23:13:44,015 | WARNING | OFSSH | quarterly | empty statements
2026-02-08 23:13:44,595 | WARNING | OFSSO | quarterly | empty statements
2026-02-08 23:13:58,804 | WARNING | OILD | quarterly | empty statements
2026-02-08 23:13:59,810 | WARNING | OILU | quarterly | empty statements
2026-02-08 23:14:03,517 | INFO | batch done | 3225/5182 (62.2%) | batch_symbols=25 | upsert_rows=121 | elapsed=75.3m
2026-02-08 23:14:39,118 | INFO | batch done | 3250/5182 (62.7%) | batch_symbols=25 | upsert_rows=143 | elapsed=75.9m
2026-02-08 23:15:18,742 | INFO | batch done | 3275/5182 (63.2%) | batch_symbols=25 | upsert_rows=143 | elapsed=76.5m
2026-02-08 23:15:54,774 | INFO | batch done | 3300/5182 (63.7%) | batch_symbols=25 | upsert_rows=147 | elapsed=77.1m
2026-02-08 23:16:28,604 | INFO | batch done | 3325/5182 (64.2%) | batch_symbols=25 | upsert_rows=156 | elapsed=77.7m
2026-02-08 23:16:37,651 | WARNING | OXLCG | quarterly | empty statements
2026-02-08 23:16:38,191 | WARNING | OXLCI | quarterly | empty statements
2026-02-08 23:16:39,258 | WARNING | OXLCL | quarterly | empty statements
2026-02-08 23:16:44,402 | WARNING | OXLCZ | quarterly | empty statements
2026-02-08 23:16:47,260 | WARNING | OXSQG | quarterly | empty statements
2026-02-08 23:16:47,876 | WARNING | OXSQH | quarterly | empty statements
2026-02-08 23:16:59,660 | INFO | batch done | 3350/5182 (64.6%) | batch_symbols=25 | upsert_rows=99 | elapsed=78.2m
2026-02-08 23:17:33,814 | INFO | batch done | 3375/5182 (65.1%) | batch_symbols=25 | upsert_rows=138 | elapsed=78.8m
2026-02-08 23:18:03,361 | WARNING | PCGpX | quarterly | empty statements
2026-02-08 23:18:05,908 | INFO | batch done | 3400/5182 (65.6%) | batch_symbols=25 | upsert_rows=133 | elapsed=79.3m
2026-02-08 23:18:37,171 | INFO | batch done | 3425/5182 (66.1%) | batch_symbols=25 | upsert_rows=122 | elapsed=79.8m
2026-02-08 23:19:13,733 | INFO | batch done | 3450/5182 (66.6%) | batch_symbols=25 | upsert_rows=144 | elapsed=80.4m
2026-02-08 23:19:15,202 | WARNING | PFFL | quarterly | empty statements
2026-02-08 23:19:18,248 | WARNING | PFH | quarterly | empty statements
2026-02-08 23:19:30,233 | WARNING | PFXNZ | quarterly | empty statements
2026-02-08 23:19:43,621 | INFO | batch done | 3475/5182 (67.1%) | batch_symbols=25 | upsert_rows=124 | elapsed=80.9m
2026-02-08 23:20:17,519 | INFO | batch done | 3500/5182 (67.5%) | batch_symbols=25 | upsert_rows=146 | elapsed=81.5m
2026-02-08 23:20:52,621 | INFO | batch done | 3525/5182 (68.0%) | batch_symbols=25 | upsert_rows=140 | elapsed=82.1m
2026-02-08 23:21:15,194 | WARNING | PMTU | quarterly | empty statements
2026-02-08 23:21:15,744 | WARNING | PMTV | quarterly | empty statements
2026-02-08 23:21:16,239 | WARNING | PMTW | quarterly | empty statements
2026-02-08 23:21:24,134 | INFO | batch done | 3550/5182 (68.5%) | batch_symbols=25 | upsert_rows=113 | elapsed=82.6m
2026-02-08 23:21:57,235 | INFO | batch done | 3575/5182 (69.0%) | batch_symbols=25 | upsert_rows=150 | elapsed=83.2m
2026-02-08 23:22:17,850 | WARNING | PRH | quarterly | empty statements
2026-02-08 23:22:19,581 | WARNING | PRHIZ | quarterly | empty statements
2026-02-08 23:22:30,246 | INFO | batch done | 3600/5182 (69.5%) | batch_symbols=25 | upsert_rows=129 | elapsed=83.7m
2026-02-08 23:22:43,105 | WARNING | PRS | quarterly | empty statements
2026-02-08 23:23:01,824 | INFO | batch done | 3625/5182 (70.0%) | batch_symbols=25 | upsert_rows=136 | elapsed=84.2m
2026-02-08 23:23:35,827 | INFO | batch done | 3650/5182 (70.4%) | batch_symbols=25 | upsert_rows=133 | elapsed=84.8m
2026-02-08 23:24:08,782 | WARNING | PYT | quarterly | empty statements
2026-02-08 23:24:13,022 | INFO | batch done | 3675/5182 (70.9%) | batch_symbols=25 | upsert_rows=132 | elapsed=85.4m
2026-02-08 23:24:47,038 | INFO | batch done | 3700/5182 (71.4%) | batch_symbols=25 | upsert_rows=147 | elapsed=86.0m
2026-02-08 23:24:52,044 | WARNING | QULL | quarterly | empty statements
2026-02-08 23:24:53,911 | WARNING | QVCC | quarterly | empty statements
2026-02-08 23:24:54,450 | WARNING | QVCD | quarterly | empty statements
2026-02-08 23:25:17,637 | INFO | batch done | 3725/5182 (71.9%) | batch_symbols=25 | upsert_rows=125 | elapsed=86.5m
2026-02-08 23:25:38,819 | WARNING | RCB | quarterly | empty statements
2026-02-08 23:25:40,532 | WARNING | RCC | quarterly | empty statements
2026-02-08 23:25:41,193 | WARNING | RCD | quarterly | empty statements
2026-02-08 23:25:53,777 | INFO | batch done | 3750/5182 (72.4%) | batch_symbols=25 | upsert_rows=127 | elapsed=87.1m
2026-02-08 23:26:28,030 | INFO | batch done | 3775/5182 (72.8%) | batch_symbols=25 | upsert_rows=143 | elapsed=87.7m
2026-02-08 23:26:57,292 | WARNING | RFM | quarterly | empty statements
2026-02-08 23:27:00,879 | INFO | batch done | 3800/5182 (73.3%) | batch_symbols=25 | upsert_rows=136 | elapsed=88.2m
2026-02-08 23:27:26,332 | WARNING | RILYG | quarterly | empty statements
2026-02-08 23:27:26,912 | WARNING | RILYK | quarterly | empty statements
2026-02-08 23:27:28,814 | WARNING | RILYN | quarterly | empty statements
2026-02-08 23:27:30,789 | WARNING | RILYT | quarterly | empty statements
2026-02-08 23:27:31,486 | WARNING | RILYZ | quarterly | empty statements
2026-02-08 23:27:31,500 | INFO | batch done | 3825/5182 (73.8%) | batch_symbols=25 | upsert_rows=116 | elapsed=88.7m
2026-02-08 23:28:03,145 | INFO | batch done | 3850/5182 (74.3%) | batch_symbols=25 | upsert_rows=138 | elapsed=89.3m
2026-02-08 23:28:39,042 | INFO | batch done | 3875/5182 (74.8%) | batch_symbols=25 | upsert_rows=136 | elapsed=89.9m
2026-02-08 23:29:11,337 | INFO | batch done | 3900/5182 (75.3%) | batch_symbols=25 | upsert_rows=140 | elapsed=90.4m
2026-02-08 23:29:38,719 | WARNING | RWAYL | quarterly | empty statements
2026-02-08 23:29:39,268 | WARNING | RWAYZ | quarterly | empty statements
2026-02-08 23:29:40,895 | WARNING | RWTN | quarterly | empty statements
2026-02-08 23:29:40,929 | INFO | batch done | 3925/5182 (75.7%) | batch_symbols=25 | upsert_rows=121 | elapsed=90.9m
2026-02-08 23:29:42,161 | WARNING | RWTO | quarterly | empty statements
2026-02-08 23:29:43,257 | WARNING | RWTP | quarterly | empty statements
2026-02-08 23:29:43,789 | WARNING | RWTQ | quarterly | empty statements
2026-02-08 23:30:00,862 | WARNING | RZB | quarterly | empty statements
2026-02-08 23:30:01,630 | WARNING | RZC | quarterly | empty statements
2026-02-08 23:30:10,679 | INFO | batch done | 3950/5182 (76.2%) | batch_symbols=25 | upsert_rows=107 | elapsed=91.4m
2026-02-08 23:30:26,159 | WARNING | SAJ | quarterly | empty statements
2026-02-08 23:30:37,375 | WARNING | SAT | quarterly | empty statements
2026-02-08 23:30:40,993 | INFO | batch done | 3975/5182 (76.7%) | batch_symbols=25 | upsert_rows=134 | elapsed=91.9m
2026-02-08 23:30:43,534 | WARNING | SAY | quarterly | empty statements
2026-02-08 23:30:44,061 | WARNING | SAZ | quarterly | empty statements
2026-02-08 23:31:11,670 | WARNING | SBXE | quarterly | empty statements
2026-02-08 23:31:12,592 | WARNING | SCCD | quarterly | empty statements
2026-02-08 23:31:12,602 | INFO | batch done | 4000/5182 (77.2%) | batch_symbols=25 | upsert_rows=124 | elapsed=92.4m
2026-02-08 23:31:13,919 | WARNING | SCCE | quarterly | empty statements
2026-02-08 23:31:14,459 | WARNING | SCCF | quarterly | empty statements
2026-02-08 23:31:15,124 | WARNING | SCCG | quarterly | empty statements
2026-02-08 23:31:18,708 | WARNING | SCDL | quarterly | empty statements
2026-02-08 23:31:43,389 | INFO | batch done | 4025/5182 (77.7%) | batch_symbols=25 | upsert_rows=123 | elapsed=92.9m
2026-02-08 23:32:07,875 | WARNING | SELX | quarterly | empty statements
2026-02-08 23:32:21,588 | INFO | batch done | 4050/5182 (78.2%) | batch_symbols=25 | upsert_rows=142 | elapsed=93.6m
2026-02-08 23:32:29,270 | WARNING | SFB | quarterly | empty statements
2026-02-08 23:32:51,665 | INFO | batch done | 4075/5182 (78.6%) | batch_symbols=25 | upsert_rows=139 | elapsed=94.1m
2026-02-08 23:33:27,131 | INFO | batch done | 4100/5182 (79.1%) | batch_symbols=25 | upsert_rows=150 | elapsed=94.7m
2026-02-08 23:34:02,771 | INFO | batch done | 4125/5182 (79.6%) | batch_symbols=25 | upsert_rows=148 | elapsed=95.3m
2026-02-08 23:34:36,551 | INFO | batch done | 4150/5182 (80.1%) | batch_symbols=25 | upsert_rows=152 | elapsed=95.8m
2026-02-08 23:34:57,867 | WARNING | SLVO | quarterly | empty statements
2026-02-08 23:35:09,364 | WARNING | SMHB | quarterly | empty statements
2026-02-08 23:35:09,375 | INFO | batch done | 4175/5182 (80.6%) | batch_symbols=25 | upsert_rows=141 | elapsed=96.3m
2026-02-08 23:35:14,341 | WARNING | SMJF | quarterly | empty statements
2026-02-08 23:35:44,004 | INFO | batch done | 4200/5182 (81.0%) | batch_symbols=25 | upsert_rows=146 | elapsed=96.9m
2026-02-08 23:36:15,952 | INFO | batch done | 4225/5182 (81.5%) | batch_symbols=25 | upsert_rows=147 | elapsed=97.4m
2026-02-08 23:36:21,890 | WARNING | SOJC | quarterly | empty statements
2026-02-08 23:36:22,499 | WARNING | SOJD | quarterly | empty statements
2026-02-08 23:36:22,991 | WARNING | SOJE | quarterly | empty statements
2026-02-08 23:36:23,518 | WARNING | SOJF | quarterly | empty statements
2026-02-08 23:36:43,989 | INFO | batch done | 4250/5182 (82.0%) | batch_symbols=25 | upsert_rows=117 | elapsed=97.9m
2026-02-08 23:37:15,481 | INFO | batch done | 4275/5182 (82.5%) | batch_symbols=25 | upsert_rows=121 | elapsed=98.4m
2026-02-08 23:37:34,095 | WARNING | SREA | quarterly | empty statements
2026-02-08 23:37:38,594 | WARNING | SRJN | quarterly | empty statements
2026-02-08 23:37:47,612 | INFO | batch done | 4300/5182 (83.0%) | batch_symbols=25 | upsert_rows=131 | elapsed=99.0m
2026-02-08 23:38:05,189 | WARNING | SSSSL | quarterly | empty statements
2026-02-08 23:38:26,306 | INFO | batch done | 4325/5182 (83.5%) | batch_symbols=25 | upsert_rows=147 | elapsed=99.6m
2026-02-08 23:39:00,037 | INFO | batch done | 4350/5182 (83.9%) | batch_symbols=25 | upsert_rows=141 | elapsed=100.2m
2026-02-08 23:39:27,985 | WARNING | SUNC | quarterly | empty statements
2026-02-08 23:39:33,103 | INFO | batch done | 4375/5182 (84.4%) | batch_symbols=25 | upsert_rows=144 | elapsed=100.7m
2026-02-08 23:40:00,293 | WARNING | SWKHL | quarterly | empty statements
2026-02-08 23:40:06,733 | INFO | batch done | 4400/5182 (84.9%) | batch_symbols=25 | upsert_rows=128 | elapsed=101.3m
2026-02-08 23:40:41,837 | INFO | batch done | 4425/5182 (85.4%) | batch_symbols=25 | upsert_rows=155 | elapsed=101.9m
2026-02-08 23:41:01,828 | WARNING | TCGL | quarterly | empty statements
2026-02-08 23:41:06,797 | WARNING | TCPA | quarterly | empty statements
2026-02-08 23:41:13,794 | INFO | batch done | 4450/5182 (85.9%) | batch_symbols=25 | upsert_rows=139 | elapsed=102.4m
2026-02-08 23:41:39,335 | WARNING | TECTP | quarterly | empty statements
2026-02-08 23:41:47,573 | INFO | batch done | 4475/5182 (86.4%) | batch_symbols=25 | upsert_rows=137 | elapsed=103.0m
2026-02-08 23:42:03,130 | WARNING | TFSA | quarterly | empty statements
2026-02-08 23:42:20,842 | INFO | batch done | 4500/5182 (86.8%) | batch_symbols=25 | upsert_rows=141 | elapsed=103.5m
2026-02-08 23:42:54,011 | INFO | batch done | 4525/5182 (87.3%) | batch_symbols=25 | upsert_rows=139 | elapsed=104.1m
2026-02-08 23:43:28,593 | INFO | batch done | 4550/5182 (87.8%) | batch_symbols=25 | upsert_rows=127 | elapsed=104.6m
2026-02-08 23:43:34,847 | WARNING | TMUSI | quarterly | empty statements
2026-02-08 23:43:35,363 | WARNING | TMUSL | quarterly | empty statements
2026-02-08 23:43:35,896 | WARNING | TMUSZ | quarterly | empty statements
2026-02-08 23:44:01,496 | INFO | batch done | 4575/5182 (88.3%) | batch_symbols=25 | upsert_rows=123 | elapsed=105.2m
2026-02-08 23:44:17,910 | WARNING | TPGXL | quarterly | empty statements
2026-02-08 23:44:23,356 | WARNING | TPTA | quarterly | empty statements
2026-02-08 23:44:34,467 | INFO | batch done | 4600/5182 (88.8%) | batch_symbols=25 | upsert_rows=135 | elapsed=105.7m
2026-02-08 23:44:39,678 | WARNING | TRINI | quarterly | empty statements
2026-02-08 23:44:40,230 | WARNING | TRINZ | quarterly | empty statements
2026-02-08 23:45:07,039 | INFO | batch done | 4625/5182 (89.3%) | batch_symbols=25 | upsert_rows=131 | elapsed=106.3m
2026-02-08 23:45:42,605 | INFO | batch done | 4650/5182 (89.7%) | batch_symbols=25 | upsert_rows=156 | elapsed=106.9m
2026-02-08 23:45:57,438 | WARNING | TVC | quarterly | empty statements
2026-02-08 23:45:57,972 | WARNING | TVE | quarterly | empty statements
2026-02-08 23:46:17,993 | INFO | batch done | 4675/5182 (90.2%) | batch_symbols=25 | upsert_rows=128 | elapsed=107.5m
2026-02-08 23:46:20,552 | WARNING | TWOD | quarterly | empty statements
2026-02-08 23:46:52,900 | INFO | batch done | 4700/5182 (90.7%) | batch_symbols=25 | upsert_rows=143 | elapsed=108.0m
2026-02-08 23:47:00,109 | WARNING | UCIB | quarterly | empty statements
2026-02-08 23:47:23,951 | INFO | batch done | 4725/5182 (91.2%) | batch_symbols=25 | upsert_rows=147 | elapsed=108.6m
2026-02-08 23:47:51,141 | WARNING | UNMA | quarterly | empty statements
2026-02-08 23:47:53,848 | INFO | batch done | 4750/5182 (91.7%) | batch_symbols=25 | upsert_rows=146 | elapsed=109.1m
2026-02-08 23:48:24,777 | INFO | batch done | 4775/5182 (92.1%) | batch_symbols=25 | upsert_rows=144 | elapsed=109.6m
2026-02-08 23:48:33,933 | WARNING | USML | quarterly | empty statements
2026-02-08 23:48:35,568 | WARNING | USOI | quarterly | empty statements
2026-02-08 23:48:53,359 | WARNING | UZD | quarterly | empty statements
2026-02-08 23:48:54,142 | WARNING | UZE | quarterly | empty statements
2026-02-08 23:48:54,226 | INFO | batch done | 4800/5182 (92.6%) | batch_symbols=25 | upsert_rows=124 | elapsed=110.1m
2026-02-08 23:48:55,524 | WARNING | UZF | quarterly | empty statements
2026-02-08 23:49:25,428 | INFO | batch done | 4825/5182 (93.1%) | batch_symbols=25 | upsert_rows=136 | elapsed=110.6m
2026-02-08 23:49:54,057 | WARNING | VIASP | quarterly | empty statements
2026-02-08 23:49:58,219 | INFO | batch done | 4850/5182 (93.6%) | batch_symbols=25 | upsert_rows=134 | elapsed=111.1m
2026-02-08 23:50:29,552 | INFO | batch done | 4875/5182 (94.1%) | batch_symbols=25 | upsert_rows=145 | elapsed=111.7m
2026-02-08 23:51:02,453 | INFO | batch done | 4900/5182 (94.6%) | batch_symbols=25 | upsert_rows=134 | elapsed=112.2m
2026-02-08 23:51:35,042 | INFO | batch done | 4925/5182 (95.0%) | batch_symbols=25 | upsert_rows=144 | elapsed=112.8m
2026-02-08 23:51:57,910 | WARNING | VXX | quarterly | empty statements
2026-02-08 23:51:58,431 | WARNING | VXZ | quarterly | empty statements
2026-02-08 23:52:06,652 | INFO | batch done | 4950/5182 (95.5%) | batch_symbols=25 | upsert_rows=125 | elapsed=113.3m
2026-02-08 23:52:41,183 | INFO | batch done | 4975/5182 (96.0%) | batch_symbols=25 | upsert_rows=142 | elapsed=113.9m
2026-02-08 23:53:16,067 | WARNING | WHFCL | quarterly | empty statements
2026-02-08 23:53:16,080 | INFO | batch done | 5000/5182 (96.5%) | batch_symbols=25 | upsert_rows=135 | elapsed=114.4m
2026-02-08 23:53:20,589 | WARNING | WHLRL | quarterly | empty statements
2026-02-08 23:53:48,612 | INFO | batch done | 5025/5182 (97.0%) | batch_symbols=25 | upsert_rows=134 | elapsed=115.0m
2026-02-08 23:54:20,688 | INFO | batch done | 5050/5182 (97.5%) | batch_symbols=25 | upsert_rows=157 | elapsed=115.5m
2026-02-08 23:54:56,706 | INFO | batch done | 5075/5182 (97.9%) | batch_symbols=25 | upsert_rows=150 | elapsed=116.1m
2026-02-08 23:55:20,087 | WARNING | XELLL | quarterly | empty statements
2026-02-08 23:55:28,861 | INFO | batch done | 5100/5182 (98.4%) | batch_symbols=25 | upsert_rows=140 | elapsed=116.6m
2026-02-08 23:56:03,675 | INFO | batch done | 5125/5182 (98.9%) | batch_symbols=25 | upsert_rows=147 | elapsed=117.2m
2026-02-08 23:56:39,099 | INFO | batch done | 5150/5182 (99.4%) | batch_symbols=25 | upsert_rows=132 | elapsed=117.8m
2026-02-08 23:57:06,745 | WARNING | ZONE | quarterly | empty statements
2026-02-08 23:57:11,919 | WARNING | ZTR | quarterly | empty statements
2026-02-08 23:57:11,932 | INFO | batch done | 5175/5182 (99.9%) | batch_symbols=25 | upsert_rows=125 | elapsed=118.4m
2026-02-08 23:57:21,915 | INFO | batch done | 5182/5182 (100.0%) | batch_symbols=7 | upsert_rows=43 | elapsed=118.5m
